 numeric code,Location,Sex,Note,2000.00,2005,2010,2015,2020
554,         New Zealand,Both sexes combined,,3859.00,4135.355,4370.062,4614.532,4834.42
554,         New Zealand,Female,,1965.01,2109.605,2224.297,2345.566,2457.416
554,         New Zealand,Male,,1893.98,2025.748,2145.763,2268.961,2377.005
928,      Melanesia,Both sexes combined,,7193.99,8048.467,8983.311,9933.15,10908.734
928,      Melanesia,Female,,3536.27,3955.564,4413.937,4882.235,5364.57
928,      Melanesia,Male,,3657.72,4092.919,4569.398,5050.904,5544.157
242,         Fiji,Both sexes combined,,811.22,821.817,859.95,892.149,924.915
242,         Fiji,Female,,399.21,402.775,421.032,438.516,456.462
242,         Fiji,Male,,412.02,419.049,438.922,453.628,468.456
540,         New Caledonia,Both sexes combined,,212.87,232.686,251.037,269.091,286.913
540,         New Caledonia,Female,,105.07,115.683,123.692,133.27,142.684
540,         New Caledonia,Male,,107.80,117.002,127.335,135.82,144.221
598,         Papua New Guinea,Both sexes combined,,5572.22,6314.709,7108.239,7919.825,8755.675
598,         Papua New Guinea,Female,,2741.05,3104.704,3493.248,3891.001,4301.772
598,         Papua New Guinea,Male,,2831.17,3210.005,3615,4028.825,4453.904
90,         Solomon Islands,Both sexes combined,,412.61,469.885,527.79,587.482,647.297
90,         Solomon Islands,Female,,200.52,229.826,259.625,288.852,318.258
90,         Solomon Islands,Male,,212.09,240.062,268.171,298.624,329.036
548,         Vanuatu,Both sexes combined,,185.06,209.37,236.295,264.603,293.934
548,         Vanuatu,Female,,90.42,102.576,116.34,130.596,145.394
548,         Vanuatu,Male,,94.64,106.801,119.97,134.007,148.54
954,      Micronesia,Both sexes combined,29,497.63,502.742,503.056,518.995,541.207
954,      Micronesia,Female,29,248.31,250.175,249.452,257.414,268.67
954,      Micronesia,Male,29,249.32,252.564,253.593,261.563,272.537
316,         Guam,Both sexes combined,,155.33,158.402,159.444,161.797,168.727
316,         Guam,Female,,75.90,77.658,78.416,79.804,83.363
316,         Guam,Male,,79.43,80.748,81.023,81.994,85.366
296,         Kiribati,Both sexes combined,,84.41,92.325,102.652,112.407,122.439
296,         Kiribati,Female,,42.82,46.836,52.117,56.998,62.071
296,         Kiribati,Male,,41.60,45.49,50.529,55.412,60.366
584,         Marshall Islands,Both sexes combined,,52.16,52.055,52.425,52.994,53.251
583,         Micronesia (Fed. States of),Both sexes combined,,107.43,106.196,103.616,104.433,107.774
583,         Micronesia (Fed. States of),Female,,53.05,52.228,50.718,50.946,52.496
583,         Micronesia (Fed. States of),Male,,54.38,53.967,52.901,53.481,55.284
520,         Nauru,Both sexes combined,,10.04,10.114,10.025,11.26,11.227
580,         Northern Mariana Islands,Both sexes combined,,69.09,63.744,54.424,54.816,55.347
585,         Palau,Both sexes combined,,19.18,19.906,20.47,21.288,22.442
957,      Polynesia,Both sexes combined,30,612.97,642.17,659.073,676.747,701.251
957,      Polynesia,Female,30,297.76,313.778,323.131,332.414,345.035
957,      Polynesia,Male,30,315.22,328.379,335.933,344.302,356.17
16,         American Samoa,Both sexes combined,,57.52,59.118,55.637,55.537,55.799
184,         Cook Islands,Both sexes combined,,18.12,19.71,18.545,17.449,17.515
258,         French Polynesia,Both sexes combined,,237.26,254.886,267.82,277.69,290.744
258,         French Polynesia,Female,,115.12,124.149,130.823,136.111,142.967
258,         French Polynesia,Male,,122.14,130.727,136.993,141.575,147.774
570,         Niue,Both sexes combined,,1.90,1.683,1.63,1.629,1.632
882,         Samoa,Both sexes combined,,174.61,179.929,186.205,193.759,200.117
882,         Samoa,Female,,83.69,86.735,90.154,93.802,96.84
882,         Samoa,Male,,90.93,93.189,96.051,99.946,103.27
772,         Tokelau,Both sexes combined,,1.55,1.208,1.14,1.252,1.357
776,         Tonga,Both sexes combined,,98.08,101.041,104.137,106.364,111.037
776,         Tonga,Female,,48.20,50.37,51.981,53.034,55.303
776,         Tonga,Male,,49.89,50.671,52.153,53.334,55.727
798,         Tuvalu,Both sexes combined,,9.42,10.027,10.531,11.001,11.499
876,         Wallis and Futuna Islands,Both sexes combined,,14.50,14.568,13.428,12.066,11.551
